movieId,success,total,alpha,beta
32369,56,127,57,72
32371,67,159,68,93
32375,16,36,17,21
32381,31,70,32,40
32383,17,99,18,83
32385,6,45,7,40
32387,170,236,171,67
32389,5,15,6,11
32392,21,73,22,53
32395,18,52,19,35
32419,10,20,11,11
32433,1,4,2,4
32440,3,21,4,19
32442,11,76,12,66
32444,17,40,18,24
32452,63,131,64,69
32460,581,803,582,223
32464,22,46,23,25
32469,118,223,119,106
32471,0,9,1,10
32478,2,6,3,5
32483,18,33,19,16
32485,2,24,3,23
32493,34,68,35,35
32497,23,38,24,16
32501,5,33,6,29
32509,26,46,27,21
32511,37,67,38,31
32515,10,28,11,19
32518,9,34,10,26
32520,8,18,9,11
32525,127,183,128,57
32535,1,5,2,5
32551,8,25,9,18
32560,6,25,7,20
32562,110,173,111,64
32567,2,14,3,13
32582,156,260,157,105
32584,52,174,53,123
32587,13525,22271,13526,8747
32589,40,260,41,221
32591,70,154,71,85
32593,17,36,18,20
32596,477,1941,478,1465
32598,336,1172,337,837
32600,13,67,14,55
32602,6,36,7,31
32605,2,17,3,16
32617,5,42,6,38
32620,3,21,4,19
32625,1,28,2,28
32627,3,110,4,108
32632,27,88,28,62
32646,19,36,20,18
32649,68,91,69,24
32653,10,22,11,13
32655,5,17,6,13
32657,218,296,219,79
32659,13,61,14,49
32666,4,64,5,61
32668,11,68,12,58
32674,8,33,9,26
32677,4,21,5,18
32686,12,46,13,35
32689,3,16,4,14
32691,1,4,2,4
32705,8,12,9,5
32707,25,46,26,22
32716,1,11,2,11
32719,11,20,12,10
32721,57,138,58,82
32724,1,6,2,6
32728,44,143,45,100
32735,24,54,25,31
32737,5,34,6,30
32741,12,30,13,19
32743,30,121,31,92
32770,88,165,89,78
32773,1,4,2,4
32777,4,10,5,7
32779,1,5,2,5
32781,12,52,13,41
32783,1,16,2,16
32788,11,23,12,13
32792,110,179,111,70
32797,4,12,5,9
32799,16,30,17,15
32811,19,34,20,16
32825,130,234,131,105
32830,6,36,7,31
32834,25,58,26,34
32836,6,14,7,9
32840,416,628,417,213
32844,35,58,36,24
32851,3,13,4,11
32853,101,133,102,33
32860,1,10,2,10
32862,12,63,13,52
32864,8,28,9,21
32866,6,17,7,12
32875,30,83,31,54
32882,19,74,20,56
32890,5,12,6,8
32892,376,538,377,163
32898,418,723,419,306
32902,12,36,13,25
32906,52,74,53,23
32914,51,198,52,148
32917,8,25,9,18
32928,6,41,7,36
32935,1,9,2,9
32941,7,19,8,13
32943,120,182,121,63
32952,5,19,6,15
32954,10,21,11,12
32957,9,21,10,13
32959,3,6,4,4
32966,11,31,12,21
32968,3,5,4,3
32972,0,6,1,7
32974,10,24,11,15
32976,1,1,2,1
32988,23,72,24,50
32994,2,3,3,2
32999,3,13,4,11
33001,1,7,2,7
33004,3922,9616,3923,5695
33019,61,93,62,33
33021,12,39,13,28
33027,7,13,8,7
33036,56,241,57,186
33049,1,7,2,7
33051,2,11,3,10
33072,190,337,191,148
33081,32,58,33,27
33085,282,1224,283,943
33090,5,15,6,11
33092,2,2,3,1
33098,6,22,7,17
33110,14,38,15,25
33113,19,50,20,32
33117,5,11,6,7
33119,33,53,34,21
33124,75,158,76,84
33126,31,107,32,77
33129,2,5,3,4
33132,0,9,1,10
33134,17,44,18,28
33136,49,120,50,72
33138,185,403,186,219
33140,2,7,3,6
33142,0,3,1,4
33145,307,780,308,474
33148,1,31,2,31
33150,6,24,7,19
33152,2,13,3,12
33154,982,1471,983,490
33158,140,1133,141,994
33160,0,4,1,5
33162,1666,3960,1667,2295
33164,148,1227,149,1080
33166,6884,11359,6885,4476
33168,7,48,8,42
33171,790,1304,791,515
33188,11,70,12,60
33191,6,26,7,21
33193,7,42,8,36
33201,6,14,7,9
33229,0,2,1,3
33235,5,11,6,7
33237,26,63,27,38
33245,16,41,17,26
33247,14,21,15,8
33251,18,33,19,16
33253,3,7,4,5
33255,8,32,9,25
33261,8,24,9,17
33264,65,97,66,33
33267,3,11,4,9
33270,65,110,66,46
33288,139,228,140,90
33292,7,13,8,7
33294,69,165,70,97
33296,7,46,8,40
33310,7,14,8,8
33312,162,272,163,111
33316,18,35,19,18
33318,7,17,8,11
33321,13,44,14,32
33328,3,12,4,10
33340,23,47,24,25
33342,9,21,10,13
33358,92,162,93,71
33363,8,17,9,10
33376,0,10,1,11
33380,4,16,5,13
33389,6,12,7,7
33393,8,15,9,8
33397,2,11,3,10
33401,17,34,18,18
33410,36,68,37,33
33415,10,23,11,14
33421,74,173,75,100
33424,7,27,8,21
33426,2,6,3,5
33435,25,48,26,24
33437,625,1548,626,924
33445,6,13,7,8
33451,94,148,95,55
33454,55,118,56,64
33463,65,169,66,105
33480,7,23,8,17
33487,57,123,58,67
33493,8073,18703,8074,10631
33495,65,566,66,502
33499,215,981,216,767
33507,1,14,2,14
33524,5,14,6,10
33533,3,18,4,16
33539,58,118,59,61
33555,0,13,1,14
33558,58,127,59,70
33564,148,230,149,83
33567,9,29,10,21
33573,3,3,4,1
33579,1,4,2,4
33585,77,331,78,255
33587,29,92,30,64
33592,65,121,66,57
33603,54,94,55,41
33608,2,5,3,4
33610,1,10,2,10
33615,2497,6871,2498,4375
33621,43,118,44,76
33624,3,13,4,11
33629,12,53,13,42
33639,351,549,352,199
33641,1,11,2,11
33644,12,145,13,134
33646,621,2312,622,1692
33649,187,326,188,140
33655,1,16,2,16
33660,3590,5667,3591,2078
33669,526,1434,527,909
33672,272,689,273,418
33675,36,95,37,60
33677,79,203,80,125
33679,4217,12847,4218,8631
33681,38,450,39,413
33683,298,761,299,464
33685,4,64,5,61
33688,16,47,17,32
33709,23,47,24,25
33722,66,181,67,116
33725,126,279,127,154
33743,8,34,9,27
33750,64,117,65,54
33755,9,36,10,28
33760,17,48,18,32
33767,4,14,5,11
33779,395,526,396,132
33781,38,108,39,71
33790,1,11,2,11
33794,20835,30684,20836,9850
33799,13,22,14,10
33801,12,46,13,35
33808,19,44,20,26
33815,70,325,71,256
33817,153,410,154,258
33819,65,144,66,80
33821,3,21,4,19
33823,7,46,8,40
33826,98,192,99,95
33830,119,776,120,658
33832,20,55,21,36
33834,414,1480,415,1067
33836,236,1951,237,1716
33838,77,170,78,94
33844,12,23,13,12
33847,8,30,9,23
33852,1,8,2,8
33861,27,75,28,49
33863,1,9,2,9
33880,778,1333,779,556
33893,100,206,101,107
33896,242,511,243,270
33898,8,32,9,25
33903,629,1027,630,399
33905,28,61,29,34
33912,20,66,21,47
33914,6,18,7,13
33917,3,8,4,6
33919,0,7,1,8
33921,1,6,2,6
33928,3,14,4,12
33930,6,42,7,37
33933,14,37,15,24
33940,0,3,1,4
33945,11,19,12,9
33956,3,11,4,9
33958,1,6,2,6
33966,8,124,9,117
33970,1,9,2,9
33972,2,20,3,19
33974,1,9,2,9
33988,7,32,8,26
33994,0,4,1,5
33998,2,29,3,28
34002,32,95,33,64
34004,3,19,4,17
34008,4,16,5,13
34018,35,106,36,72
34026,9,22,10,14
34032,14,42,15,29
34039,7,15,8,9
34045,15,63,16,49
34048,2848,10539,2849,7692
34051,25,55,26,31
34057,11,37,12,27
34063,31,74,32,44
34065,15,63,16,49
34072,1893,3575,1894,1683
34076,2,8,3,7
34099,3,12,4,10
34111,26,67,27,42
34115,2,9,3,8
34129,7,102,8,96
34135,9,15,10,7
34138,4,8,5,5
34143,128,823,129,696
34148,153,312,154,160
34150,1080,6626,1081,5547
34153,573,948,574,376
34155,91,175,92,85
34158,1,11,2,11
34162,4563,10954,4564,6392
34164,94,264,95,171
34170,3,45,4,43
34177,5,74,6,70
34185,1,11,2,11
34189,7,30,8,24
34193,10,24,11,15
34198,142,309,143,168
34214,6,17,7,12
34216,0,5,1,6
34224,0,4,1,5
34226,5,10,6,6
34229,8,22,9,15
34231,18,29,19,12
34234,0,4,1,5
34238,23,34,24,12
34240,3,10,4,8
34246,26,49,27,24
34271,426,883,427,458
34292,59,214,60,156
34299,8,20,9,13
34306,3,26,4,24
34314,25,61,26,37
34319,2816,7238,2817,4423
34321,60,515,61,456
34323,473,1149,474,677
34326,105,298,106,194
34330,8,56,9,49
34332,443,1467,444,1025
34334,117,856,118,740
34336,213,1013,214,801
34338,478,1334,479,857
34353,7,28,8,22
34359,58,128,59,71
34364,2,7,3,6
34369,3,11,4,9
34371,1,4,2,4
34375,27,70,28,44
34378,4,23,5,20
34405,8167,11921,8168,3755
34411,30,48,31,19
34416,5,14,6,10
34426,2,5,3,4
34435,93,148,94,56
34437,1921,3826,1922,1906
34450,9,24,10,16
34464,7,18,8,12
34466,14,41,15,28
34469,43,84,44,42
34473,6,15,7,10
34482,90,142,91,53
34488,8,26,9,19
34499,22,78,23,57
34505,8,32,9,25
34511,2,20,3,19
34517,1,8,2,8
34520,158,1197,159,1040
34523,168,403,169,236
34526,2,21,3,20
34528,366,762,367,397
34530,94,816,95,723
34532,594,1787,595,1194
34534,512,1484,513,973
34536,142,356,143,215
34538,8,61,9,54
34540,55,191,56,137
34542,1286,2059,1287,774
34548,24,41,25,18
34552,147,285,148,139
34579,20,58,21,39
34583,18,75,19,58
34608,8,28,9,21
34624,17,34,18,18
34643,6,45,7,40
34645,17,70,18,54
34648,14,52,15,39
34696,21,54,22,34
34767,19,99,20,81
34800,2,41,3,40
34811,95,201,96,107
35008,0,1,1,2
35015,60,124,61,65
35050,0,10,1,11
35082,11,26,12,16
35331,0,4,1,5
35347,145,323,146,179
35386,15,23,16,9
35629,8,14,9,7
35636,22,75,23,54
35640,1,6,2,6
35681,0,6,1,7
35738,7,20,8,14
35807,3,14,4,12
35826,1,8,2,8
35828,17,31,18,15
35836,6632,14727,6633,8096
35843,0,10,1,11
35853,1,9,2,9
35906,2,22,3,21
35957,410,1718,411,1309
36046,3,9,4,7
36056,29,65,30,37
36083,20,64,21,45
36086,90,152,91,63
36152,8,28,9,21
36247,3,17,4,15
36264,6,17,7,12
36276,650,1195,651,546
36286,3,4,4,2
36289,66,311,67,246
36312,1,7,2,7
36326,9,22,10,14
36363,439,625,440,187
36373,10,19,11,10
36392,2,23,3,22
36397,51,346,52,296
36401,587,2989,588,2403
36405,1,4,2,4
36426,1,4,2,4
36436,7,23,8,17
36462,6,21,7,16
36477,40,121,41,82
36509,72,479,73,408
36511,5,31,6,27
36513,27,122,28,96
36517,2306,4274,2307,1969
36519,790,2760,791,1971
36523,16,52,17,37
36525,825,1893,826,1069
36527,391,1032,392,642
36529,5490,9575,5491,4086
36531,10,113,11,104
36533,43,263,44,221
36535,956,1677,957,722
36537,239,626,240,388
36539,17,46,18,30
36541,5,25,6,21
36543,0,1,1,2
36545,3,17,4,15
36553,6,32,7,27
36576,0,4,1,5
36630,8,17,9,10
36683,3,18,4,16
36711,8,15,9,8
36752,2,24,3,23
36799,9,20,10,12
36816,2,4,3,3
36850,77,176,78,100
36883,22,44,23,23
36902,2,11,3,10
37058,1,6,2,6
37113,1,6,2,6
37211,31,84,32,54
37240,527,773,528,247
37257,13,30,14,18
37269,4,20,5,17
37277,7,36,8,30
37287,27,54,28,28
37335,16,54,17,39
37375,10,24,11,15
37380,196,1778,197,1583
37382,282,1176,283,895
37384,440,1220,441,781
37386,755,3386,756,2632
37475,222,482,223,261
37477,48,279,49,232
37495,127,200,128,74
37545,73,167,74,95
37626,25,57,26,33
37653,3,23,4,21
37663,2,3,3,2
37683,0,11,1,12
37720,462,1563,463,1102
37727,640,2581,641,1942
37729,3481,7574,3482,4094
37731,904,1644,905,741
37733,2578,5087,2579,2510
37736,155,426,156,272
37739,258,455,259,198
37741,2296,4184,2297,1889
37744,5,19,6,15
37785,16,61,17,46
37824,0,5,1,6
37830,710,1676,711,967
37837,7,19,8,13
37844,14,78,15,65
37846,2,25,3,24
37853,128,653,129,526
37855,116,232,117,117
37857,590,1128,591,539
37949,1,4,2,4
37955,66,139,67,74
37957,11,30,12,20
37960,0,6,1,7
37976,17,36,18,20
37982,1,13,2,13
38001,1,8,2,8
38004,6,16,7,11
38036,11,26,12,16
38038,3243,5752,3244,2510
38046,13,51,14,39
38061,4410,7164,4411,2755
38086,5,38,6,34
38095,250,424,251,175
38097,63,181,64,119
38159,250,347,251,98
38164,13,25,14,13
38188,55,173,56,119
38198,44,99,45,56
38294,51,199,52,149
38304,542,771,543,230
38320,61,119,62,59
38376,13,22,14,10
38384,43,85,44,43
38388,123,327,124,205
38435,0,9,1,10
38473,7,13,8,7
38538,77,175,78,99
38583,16,93,17,78
38600,91,265,92,175
38656,19,67,20,49
38701,36,113,37,78
38713,0,14,1,15
38798,493,1536,494,1044
38839,1,16,2,16
38843,10,47,11,38
38849,6,27,7,22
38867,8,31,9,24
38881,28,60,29,33
38884,2,6,3,5
38886,1243,2295,1244,1053
38992,79,436,80,358
38994,31,88,32,58
39048,1,8,2,8
39075,5,12,6,8
39183,4284,7896,4285,3613
39231,416,1416,417,1001
39234,294,668,295,375
39244,12,22,13,11
39292,2420,4150,2421,1731
39305,4,11,5,8
39307,107,252,108,146
39364,2,8,3,7
39369,25,54,26,30
39381,727,1258,728,532
39390,3,23,4,21
39394,11,31,12,21
39398,35,147,36,113
39400,39,470,40,432
39402,8,32,9,25
39408,12,75,13,64
39410,5,28,6,24
39412,0,4,1,5
39414,255,817,256,563
39416,7,28,8,22
39419,96,300,97,205
39421,16,82,17,67
39425,3,7,4,5
39427,396,932,397,537
39429,1,4,2,4
39435,494,1884,495,1391
39439,0,3,1,4
39441,31,66,32,36
39444,475,1571,476,1097
39446,1138,4101,1139,2964
39449,149,617,150,469
39474,7,24,8,18
39481,12,38,13,27
39516,18,34,19,17
39524,4,12,5,9
39529,17,50,18,34
39615,1,7,2,7
39625,2,9,3,8
39659,37,89,38,53
39703,29,80,30,52
39731,11,29,12,19
39740,0,15,1,16
39768,86,134,87,49
39777,8,48,9,41
39779,14,47,15,34
39786,5,24,6,20
39796,10,49,11,40
39801,8,24,9,17
39818,17,33,18,17
39824,3,14,4,12
39857,2,9,3,8
39869,273,496,274,224
39876,2,3,3,2
39886,85,179,86,95
39896,6,35,7,30
39931,3,28,4,26
39934,17,42,18,26
39941,15,38,16,24
40010,35,90,36,56
40015,6,17,7,12
40033,41,80,42,40
40111,0,14,1,15
40148,407,908,408,502
40226,23,54,24,32
40275,0,4,1,5
40278,1537,3913,1538,2377
40291,0,2,1,3
40337,34,67,35,34
40339,324,1876,325,1553
40342,17,77,18,61
40404,2,3,3,2
40412,331,577,332,247
40414,318,529,319,212
40422,0,18,1,19
40425,9,31,10,23
40436,1,14,2,14
40457,7,32,8,26
40467,2,26,3,25
40478,3,26,4,24
40491,92,182,93,91
40494,13,27,14,15
40559,2,14,3,13
40574,41,187,42,147
40578,14,23,15,10
40581,311,1143,312,833
40583,1639,3593,1640,1955
40586,59,128,60,70
40589,13,19,14,7
40591,43,77,44,35
40597,1,20,2,20
40614,239,812,240,574
40617,23,167,24,145
40629,3735,6043,3736,2309
40699,0,3,1,4
40723,152,662,153,511
40732,1393,3032,1394,1640
40738,20,36,21,17
40752,15,42,16,28
40755,17,42,18,26
40815,10993,18848,10994,7856
40817,11,68,12,58
40819,5272,9043,5273,3772
40826,489,1076,490,588
40828,17,37,18,21
40831,4,11,5,8
40833,15,38,16,24
40851,255,1213,256,959
40870,440,685,441,246
40887,26,108,27,83
40898,6,11,7,6
40946,173,446,174,274
40952,22,130,23,109
40955,157,365,158,209
40959,113,558,114,446
40962,134,444,135,311
40964,2,26,3,25
40966,146,531,147,386
40969,6,15,7,10
40973,35,105,36,71
40988,39,109,40,71
41014,86,225,87,140
41025,50,143,51,94
41058,8,29,9,22
41094,10,26,11,17
41126,5,13,6,9
41130,4,13,5,10
41136,55,145,56,91
41212,4,13,5,10
41226,80,125,81,46
41285,2590,4658,2591,2069
41336,33,54,34,22
41353,3,15,4,13
41402,1,8,2,8
41411,22,121,23,100
41425,16,61,17,46
41434,9,14,10,6
41499,3,12,4,10
41518,2,5,3,4
41523,0,3,1,4
41527,238,407,239,170
41564,2,11,3,10
41566,4989,12518,4990,7530
41569,2756,8522,2757,5767
41571,1342,2748,1343,1407
41573,375,1236,376,862
41575,21,88,22,68
41585,48,115,49,68
41596,0,4,1,5
41602,1,4,2,4
41617,30,192,31,163
41627,128,178,129,51
41644,2,19,3,18
41650,12,19,13,8
41688,18,30,19,13
41691,14,22,15,9
41699,37,72,38,36
41704,3,20,4,18
41706,2,10,3,9
41712,38,66,39,29
41714,12,28,13,17
41716,414,1159,415,746
41721,47,92,48,46
41724,80,200,81,121
41753,10,49,11,40
41762,2,7,3,6
41767,0,8,1,9
41769,57,140,58,84
41792,2,13,3,12
41810,5,17,6,13
41812,3,14,4,12
41815,23,44,24,22
41820,3,12,4,10
41822,4,12,5,9
41824,9,22,10,14
41828,61,104,62,44
41831,28,75,29,48
41863,444,841,445,398
41880,5,12,6,8
41889,12,27,13,16
41912,19,54,20,36
41914,1,10,2,10
41941,47,108,48,62
41974,1,16,2,16
41997,3270,6004,3271,2735
42002,315,936,316,622
42004,597,1161,598,565
42007,151,896,152,746
42009,131,716,132,586
42011,421,2066,422,1646
42013,74,429,75,356
42015,219,705,220,487
42018,198,449,199,252
42021,25,101,26,77
42053,10,68,11,59
42094,211,337,212,127
42150,4,12,5,9
42152,16,29,17,14
42163,135,214,136,80
42172,6,46,7,41
42176,8,17,9,10
42189,0,1,1,2
42197,247,545,248,299
42208,5,32,6,28
42213,24,54,25,31
42217,211,285,212,75
42285,7,82,8,76
42312,8,29,9,22
42335,2,5,3,4
42385,22,95,23,74
42413,1,9,2,9
42418,445,1077,446,633
42491,1,4,2,4
42518,38,78,39,41
42543,4,18,5,15
42546,15,33,16,19
42548,10,30,11,21
42550,2,7,3,6
42553,0,7,1,8
42556,33,85,34,53
42559,17,28,18,12
42584,22,34,23,13
42591,3,9,4,7
42602,13,28,14,16
42629,2,14,3,13
42632,938,1505,939,568
42634,29,69,30,41
42636,0,5,1,6
42638,3,11,4,9
42661,1,4,2,4
42677,14,24,15,11
42679,4,16,5,13
42681,16,66,17,51
42698,7,12,8,6
42705,1,3,2,3
42710,16,63,17,48
42718,692,1422,693,731
42721,29,440,30,412
42723,502,2483,503,1982
42725,659,1409,660,751
42728,227,559,228,333
42730,267,559,268,293
42732,205,519,206,315
42734,388,1373,389,986
42736,2,15,3,14
42738,1420,3821,1421,2402
42740,11,90,12,80
42761,9,49,10,41
42763,2,10,3,9
42783,49,73,50,25
42794,9,39,10,31
42856,3,17,4,15
42886,0,5,1,6
42900,85,179,86,95
42935,13,32,14,20
42938,18,40,19,23
42943,2,24,3,23
42946,76,169,77,94
42952,7,16,8,10
42956,3,9,4,7
42958,106,228,107,123
42973,4,19,5,16
42984,7,19,8,13
43007,6,24,7,19
43009,25,69,26,45
43011,4,38,5,35
43014,4,42,5,39
43022,9,80,10,72
43039,3,13,4,11
43081,2,16,3,15
43177,27,58,28,32
43244,6,16,7,11
43248,0,5,1,6
43260,3,16,4,14
43267,20,35,21,16
43269,6,16,7,11
43289,13,34,14,22
43292,5,12,6,8
43333,202,321,203,120
43351,12,19,13,8
43376,431,706,432,276
43383,2,9,3,8
43389,9,47,10,39
43391,5,87,6,83
43396,958,1585,959,628
43415,24,75,25,52
43419,52,400,53,349
43444,40,81,41,42
43460,198,482,199,285
43482,13,38,14,26
43497,66,107,67,42
43518,9,15,10,7
43538,0,4,1,5
43549,9,42,10,34
43552,15,53,16,39
43556,52,262,53,211
43558,95,610,96,516
43560,500,1458,501,959
43567,4,7,5,4
43571,5,14,6,10
43589,10,66,11,57
43608,11,36,12,26
43624,1,6,2,6
43626,1,9,2,9
43628,0,8,1,9
43631,0,4,1,5
43633,1,6,2,6
43635,35,104,36,70
43652,118,234,119,117
43675,0,9,1,10
43677,68,154,69,87
43679,309,1551,310,1243
43682,2,7,3,6
43684,63,200,64,138
43699,42,67,43,26
43708,148,347,149,200
43710,11,25,12,15
43727,0,10,1,11
43732,0,2,1,3
43744,156,400,157,245
43762,11,37,12,27
43801,11,21,12,11
43803,2,7,3,6
43813,3,13,4,11
43822,0,10,1,11
43828,8,17,9,10
43832,85,170,86,86
43836,269,1428,270,1160
43838,18,82,19,65
43853,32,75,33,44
43869,76,333,77,258
43871,165,1021,166,857
43883,20,42,21,23
43892,5,9,6,5
43897,66,102,67,37
43899,44,76,45,33
43904,44,394,45,351
43906,10,73,11,64
43908,45,175,46,131
43910,62,123,63,62
43912,21,197,22,177
43914,61,176,62,116
43917,253,659,254,407
43919,58,894,59,837
43921,323,787,324,465
43923,29,105,30,77
43926,6,77,7,72
43928,242,1665,243,1424
43930,137,601,138,465
43932,36,320,37,285
43934,39,78,40,40
43936,641,2255,642,1615
43967,3,25,4,23
43971,4,31,5,28
43983,42,93,43,52
43987,22,97,23,76
43997,5,10,6,6
44004,309,1586,310,1278
44022,1619,4833,1620,3215
44041,34,83,35,50
44058,34,152,35,119
44073,25,65,26,41
44100,43,93,44,51
44115,28,78,29,51
44124,4,18,5,15
44153,21,48,22,28
44155,7,31,8,25
44161,4,25,5,22
44168,57,132,58,76
44187,18,91,19,74
44189,12,98,13,87
44191,16797,25990,16798,9194
44193,747,1967,748,1221
44195,6352,10402,6353,4051
44197,96,331,97,236
44199,5509,8551,5510,3043
44204,356,657,357,302
44225,112,458,113,347
44234,5,25,6,21
44238,7,102,8,96
44241,5,57,6,53
44243,2,57,3,56
44253,2,4,3,3
44255,4,20,5,17
44295,14,43,15,30
44301,41,127,42,87
44317,22,95,23,74
44392,10,36,11,27
44397,364,1509,365,1146
44399,35,260,36,226
44421,34,52,35,19
44427,9,36,10,28
44494,8,107,9,100
44511,6,32,7,27
44555,7466,9177,7467,1712
44568,32,48,33,17
44571,1,5,2,5
44582,22,54,23,33
44585,5,13,6,9
44587,106,189,107,84
44590,22,73,23,52
44595,23,48,24,26
44597,27,57,28,31
44601,2,16,3,15
44611,9,41,10,33
44613,108,324,109,217
44628,4,10,5,7
44633,296,441,297,146
44653,53,106,54,54
44655,22,46,23,25
44657,82,165,83,84
44663,6,24,7,19
44665,5591,8994,5592,3404
44671,14,48,15,35
44674,14,32,15,19
44685,1,16,2,16
44694,1568,2531,1569,964
44703,2,5,3,4
44709,505,976,506,472
44719,18,29,19,12
44729,13,185,14,173
44731,70,281,71,212
44752,2,10,3,9
44759,47,499,48,453
44761,1631,2643,1632,1013
44763,7,30,8,24
44777,5,38,6,34
44779,7,44,8,38
44788,578,1085,579,508
44800,11,60,12,50
44815,17,96,18,80
44825,3,6,4,4
44828,344,1123,345,780
44840,116,682,117,567
44844,5,50,6,46
44849,107,290,108,184
44851,5,20,6,16
44856,1,33,2,33
44861,7,22,8,16
44864,117,540,118,424
44881,15,49,16,35
44889,77,158,78,82
44892,0,7,1,8
44900,23,75,24,53
44903,7,19,8,13
44911,26,80,27,55
44929,187,413,188,227
44931,0,5,1,6
44937,146,313,147,168
44943,86,174,87,89
44947,39,76,40,38
44949,15,101,16,87
44966,31,81,32,51
44972,228,1881,229,1654
44974,1361,2697,1362,1337
45000,39,68,40,30
45003,149,385,150,237
45028,242,748,243,507
45030,1,20,2,20
45036,8,17,9,10
45038,1,4,2,4
45047,3,15,4,13
45062,155,777,156,623
45068,10,31,11,22
45072,3,7,4,5
45074,38,309,39,272
45079,1,12,2,12
45081,946,2793,947,1848
45100,13,44,14,32
45106,66,474,67,409
45134,5,12,6,8
45137,3,19,4,17
45170,6,19,7,14
45172,30,66,31,37
45175,171,350,172,180
45179,16,44,17,29
45183,188,448,189,261
45186,2101,5815,2102,3715
45188,15,47,16,33
45192,31,49,32,19
45194,24,37,25,14
45208,127,787,128,661
45210,1028,1958,1029,931
45221,152,446,153,295
45224,3,23,4,21
45259,12,25,13,14
45303,8,26,9,19
45329,8,29,9,22
45335,39,89,40,51
45361,35,292,36,258
45382,48,248,49,201
45412,37,58,38,22
45431,1105,3318,1106,2214
45440,131,509,132,379
45442,143,1073,144,931
45447,2836,9582,2837,6747
45499,3712,10694,3713,6983
45501,422,2265,423,1844
45503,171,331,172,161
45506,68,134,69,67
45508,2,27,3,26
45512,2,13,3,12
45517,3188,8147,3189,4960
45521,14,41,15,28
45525,28,88,29,61
45527,1,14,2,14
45533,29,48,30,20
45537,5,13,6,9
45550,6,31,7,26
45578,6,16,7,11
45581,0,6,1,7
45611,17,50,18,34
45635,52,250,53,199
45642,8,15,9,8
45648,3,24,4,22
45652,5,13,6,9
45656,6,16,7,11
45658,26,62,27,37
45662,126,782,127,657
45664,11,53,12,43
45666,379,1988,380,1610
45668,796,2139,797,1344
45672,1272,5279,1273,4008
45679,33,96,34,64
45689,3,7,4,5
45691,18,27,19,10
45707,1,9,2,9
45720,3590,8530,3591,4941
45722,6939,16056,6940,9118
45726,205,1495,206,1291
45728,1694,3646,1695,1953
45730,308,1569,309,1262
45732,145,1409,146,1265
45756,5,10,6,6
45758,3,12,4,10
45761,1,8,2,8
45837,31,78,32,48
45845,2,10,3,9
45852,26,176,27,151
45880,521,1644,522,1124
45891,21,54,22,34
45899,14,27,15,14
45928,499,880,500,382
45940,7,26,8,20
45942,29,46,30,18
45950,1807,3285,1808,1479
45952,1,10,2,10
45969,13,95,14,83
45987,9,21,10,13
45991,3,16,4,14
45994,1,10,2,10
46008,1,6,2,6
46034,13,29,14,17
46062,262,1165,263,904
46065,0,1,1,2
46083,4,12,5,9
46098,19,35,20,17
46108,9,31,10,23
46115,0,9,1,10
46154,1,7,2,7
46194,9,57,10,49
46199,0,3,1,4
46201,7,22,8,16
46231,3,26,4,24
46258,7,27,8,21
46311,0,3,1,4
46318,1,6,2,6
46322,847,1474,848,628
46325,0,4,1,5
46331,12,37,13,26
46335,613,2601,614,1989
46337,60,415,61,356
46347,140,275,141,136
46363,5,18,6,14
46367,5,23,6,19
46372,0,7,1,8
46409,6,16,7,11
46430,13,68,14,56
46441,3,10,4,8
46457,2,12,3,11
46500,0,2,1,3
46525,6,15,7,10
46530,1084,4896,1085,3813
46544,9,19,10,11
46559,106,222,107,117
46561,14,37,15,24
46572,47,180,48,134
46574,26,115,27,90
46578,12106,19048,12107,6943
46581,3,16,4,14
46588,1,3,2,3
46595,0,5,1,6
46604,11,84,12,74
46613,2,44,3,43
46627,2,16,3,15
46634,1,8,2,8
46640,7,21,8,15
46653,38,120,39,83
46664,90,152,91,63
46713,3,12,4,10
46716,4,20,5,17
46723,3036,5941,3037,2906
46748,4,18,5,15
46753,0,6,1,7
46765,9,34,10,26
46770,10,55,11,46
46772,53,218,54,166
46788,2,20,3,19
46790,0,3,1,4
46803,96,173,97,78
46808,3,13,4,11
46839,19,46,20,28
46848,11,37,12,27
46850,387,642,388,256
46855,311,421,312,111
46862,13,32,14,20
46865,50,420,51,371
46869,1,12,2,12
46880,3,19,4,17
46901,3,12,4,10
46910,7,23,8,17
46912,12,50,13,39
46915,4,28,5,25
46919,57,118,58,62
46925,2,7,3,6
46929,3,26,4,24
46948,571,1840,572,1270
46952,6,15,7,10
46954,0,9,1,10
46957,6,21,7,16
46959,35,129,36,95
46961,8,15,9,8
46965,317,2381,318,2065
46967,406,1137,407,732
46970,1380,4071,1381,2692
46972,1474,6052,1475,4579
46974,150,782,151,633
46976,5351,9177,5352,3827
46979,4,7,5,4
47005,2,7,3,6
47007,4,13,5,10
47044,306,1526,307,1221
47047,4,22,5,19
47049,7,28,8,22
47054,1,9,2,9
47063,3,15,4,13
47076,3,21,4,19
47084,24,43,25,20
47092,15,42,16,28
47099,5824,9566,5825,3743
47117,13,50,14,38
47122,312,1007,313,696
47124,91,525,92,435
47129,0,7,1,8
47131,2,7,3,6
47135,9,16,10,8
47146,5,16,6,12
47148,37,62,38,26
47150,64,113,65,50
47152,68,111,69,44
47165,1,10,2,10
47180,14,28,15,15
47196,12,33,13,22
47200,1463,3651,1464,2189
47202,139,219,140,81
